eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry,points_list,long_points_list
258,234,142,174.71128294390977,1,25,residential,12185921,110435295,110392617,"LINESTRING (-122.700936 37.8987346, -122.7020968 37.9000112)","[(-122.700936, 37.8987346), (-122.7020968, 37.9000112)]","[(-122.700936, 37.8987346), (-122.70097589524987, 37.898778475151595), (-122.70101579049972, 37.8988223503032), (-122.7010556857496, 37.898866225454796), (-122.70109558099946, 37.8989101006064), (-122.70113547624932, 37.898953975758), (-122.70117537149919, 37.8989978509096), (-122.70121526674906, 37.8990417260612), (-122.70125516199892, 37.899085601212796), (-122.70129505724879, 37.8991294763644), (-122.70133495249866, 37.899173351516), (-122.70137484774851, 37.8992172266676), (-122.70141474299838, 37.8992611018192), (-122.70145463824825, 37.8993049769708), (-122.7014945334981, 37.8993488521224), (-122.70153442874798, 37.899392727274), (-122.70157432399785, 37.8994366024256), (-122.7016142192477, 37.8994804775772), (-122.70165411449757, 37.899524352728804), (-122.70169400974743, 37.8995682278804), (-122.7017339049973, 37.899612103032), (-122.70177380024717, 37.8996559781836), (-122.70181369549702, 37.8996998533352), (-122.7018535907469, 37.899743728486804), (-122.70189348599676, 37.8997876036384), (-122.70193338124662, 37.899831478790006), (-122.70197327649649, 37.8998753539416), (-122.70201317174636, 37.8999192290932), (-122.70205306699621, 37.899963104244804), (-122.7020968, 37.9000112)]"
259,142,234,174.71128294390977,1,25,residential,12185921,110392617,110435295,"LINESTRING (-122.7020968 37.9000112, -122.700936 37.8987346)","[(-122.7020968, 37.9000112), (-122.700936, 37.8987346)]","[(-122.7020968, 37.9000112), (-122.70205690475014, 37.899967324848404), (-122.70201700950028, 37.8999234496968), (-122.70197711425041, 37.8998795745452), (-122.70193721900054, 37.8998356993936), (-122.70189732375069, 37.899791824242), (-122.70185742850082, 37.8997479490904), (-122.70181753325095, 37.8997040739388), (-122.70177763800109, 37.8996601987872), (-122.70173774275122, 37.8996163236356), (-122.70169784750135, 37.899572448484), (-122.7016579522515, 37.8995285733324), (-122.70161805700162, 37.8994846981808), (-122.70157816175175, 37.8994408230292), (-122.7015382665019, 37.8993969478776), (-122.70149837125203, 37.899353072726), (-122.70145847600216, 37.8993091975744), (-122.7014185807523, 37.8992653224228), (-122.70137868550243, 37.899221447271195), (-122.70133879025258, 37.8991775721196), (-122.70129889500271, 37.899133696968), (-122.70125899975284, 37.899089821816396), (-122.70121910450298, 37.8990459466648), (-122.70117920925311, 37.899002071513195), (-122.70113931400324, 37.8989581963616), (-122.70109941875339, 37.89891432120999), (-122.70105952350352, 37.898870446058396), (-122.70101962825365, 37.8988265709068), (-122.70097973300379, 37.898782695755195), (-122.700936, 37.8987346)]"
260,121,243,50.85721173387926,1,25,residential,12185922,110401299,110435305,"LINESTRING (-122.7059974 37.904334, -122.7056279 37.9039816)","[(-122.7059974, 37.904334), (-122.7056279, 37.9039816)]","[(-122.7059974, 37.904334), (-122.70595378604749, 37.904292404446906), (-122.70591017209496, 37.90425080889381), (-122.70586655814245, 37.90420921334072), (-122.70582294418992, 37.90416761778763), (-122.7057793302374, 37.904126022234536), (-122.70573571628488, 37.90408442668144), (-122.70569210233236, 37.90404283112835), (-122.7056279, 37.9039816)]"
261,243,121,50.85721173387926,1,25,residential,12185922,110435305,110401299,"LINESTRING (-122.7056279 37.9039816, -122.7059974 37.904334)","[(-122.7056279, 37.9039816), (-122.7059974, 37.904334)]","[(-122.7056279, 37.9039816), (-122.70567151395251, 37.904023195553094), (-122.70571512790504, 37.90406479110619), (-122.70575874185755, 37.90410638665928), (-122.70580235581008, 37.90414798221237), (-122.70584596976259, 37.904189577765464), (-122.70588958371512, 37.90423117331856), (-122.70593319766763, 37.90427276887165), (-122.7059974, 37.904334)]"
262,246,247,90.92369733851065,1,25,residential,12185924,110435308,110435310,"LINESTRING (-122.7033951 37.9014922, -122.7040205 37.9021442)","[(-122.7033951, 37.9014922), (-122.7040205, 37.9021442)]","[(-122.7033951, 37.9014922), (-122.70343639724669, 37.90153525373337), (-122.7034776944934, 37.901578307466735), (-122.7035189917401, 37.90162136120011), (-122.7035602889868, 37.90166441493348), (-122.7036015862335, 37.90170746866685), (-122.7036428834802, 37.901750522400214), (-122.70368418072691, 37.901793576133585), (-122.7037254779736, 37.901836629866956), (-122.7037667752203, 37.90187968360032), (-122.70380807246701, 37.90192273733369), (-122.70384936971371, 37.90196579106706), (-122.7038906669604, 37.902008844800434), (-122.70393196420711, 37.9020518985338), (-122.70397326145381, 37.90209495226717), (-122.7040205, 37.9021442)]"
263,247,246,90.92369733851065,1,25,residential,12185924,110435310,110435308,"LINESTRING (-122.7040205 37.9021442, -122.7033951 37.9014922)","[(-122.7040205, 37.9021442), (-122.7033951, 37.9014922)]","[(-122.7040205, 37.9021442), (-122.7039792027533, 37.90210114626663), (-122.70393790550659, 37.90205809253327), (-122.7038966082599, 37.902015038799895), (-122.7038553110132, 37.901971985066524), (-122.70381401376649, 37.90192893133315), (-122.7037727165198, 37.90188587759979), (-122.70373141927308, 37.90184282386642), (-122.70369012202639, 37.901799770133046), (-122.70364882477969, 37.90175671639968), (-122.70360752753298, 37.90171366266631), (-122.70356623028628, 37.90167060893294), (-122.70352493303959, 37.90162755519957), (-122.70348363579288, 37.9015845014662), (-122.70344233854618, 37.90154144773283), (-122.7033951, 37.9014922)]"
264,73,203,140.18243903852718,1,25,residential,12186300,110382760,110436759,"LINESTRING (-122.7090361 37.9173994, -122.7076911 37.9180802)","[(-122.7090361, 37.9173994), (-122.7076911, 37.9180802)]","[(-122.7090361, 37.9173994), (-122.70897857683302, 37.91742851655917), (-122.70892105366603, 37.91745763311834), (-122.70886353049904, 37.91748674967751), (-122.70880600733206, 37.917515866236684), (-122.70874848416508, 37.91754498279585), (-122.7086909609981, 37.91757409935502), (-122.70863343783111, 37.91760321591419), (-122.70857591466412, 37.91763233247336), (-122.70851839149714, 37.91766144903253), (-122.70846086833015, 37.9176905655917), (-122.70840334516316, 37.91771968215087), (-122.70834582199618, 37.91774879871004), (-122.70828829882919, 37.91777791526921), (-122.70823077566222, 37.91780703182838), (-122.70817325249523, 37.91783614838755), (-122.70811572932824, 37.91786526494672), (-122.70805820616125, 37.91789438150589), (-122.70800068299427, 37.91792349806506), (-122.70794315982728, 37.91795261462423), (-122.7078856366603, 37.9179817311834), (-122.7078281134933, 37.91801084774257), (-122.70777059032632, 37.91803996430174), (-122.7076911, 37.9180802)]"
265,203,73,140.18243903852718,1,25,residential,12186300,110436759,110382760,"LINESTRING (-122.7076911 37.9180802, -122.7090361 37.9173994)","[(-122.7076911, 37.9180802), (-122.7090361, 37.9173994)]","[(-122.7076911, 37.9180802), (-122.70774862316699, 37.91805108344083), (-122.70780614633398, 37.91802196688166), (-122.70786366950097, 37.91799285032249), (-122.70792119266795, 37.917963733763315), (-122.70797871583493, 37.917934617204146), (-122.70803623900191, 37.91790550064498), (-122.7080937621689, 37.91787638408581), (-122.70815128533589, 37.91784726752664), (-122.70820880850287, 37.91781815096747), (-122.70826633166986, 37.9177890344083), (-122.70832385483685, 37.91775991784913), (-122.70838137800384, 37.917730801289956), (-122.70843890117082, 37.91770168473079), (-122.7084964243378, 37.91767256817162), (-122.70855394750478, 37.91764345161245), (-122.70861147067177, 37.91761433505328), (-122.70866899383876, 37.91758521849411), (-122.70872651700574, 37.91755610193494), (-122.70878404017273, 37.91752698537577), (-122.70884156333972, 37.9174978688166), (-122.7088990865067, 37.91746875225743), (-122.70895660967369, 37.91743963569826), (-122.7090361, 37.9173994)]"
266,76,87,559.1176715697995,1,25,residential,12186399,110382764,110437088,"LINESTRING (-122.7086326 37.916227, -122.7036682 37.9193405, -122.7036397 37.9193516)","[(-122.7086326, 37.916227), (-122.7036682, 37.9193405), (-122.7036397, 37.9193516)]","[(-122.7086326, 37.916227), (-122.70857907923929, 37.916260566370255), (-122.70852555847857, 37.91629413274051), (-122.70847203771784, 37.91632769911077), (-122.70841851695712, 37.91636126548102), (-122.70836499619641, 37.91639483185128), (-122.70831147543569, 37.916428398221534), (-122.70825795467498, 37.91646196459179), (-122.70820443391425, 37.916495530962045), (-122.70815091315353, 37.9165290973323), (-122.70809739239282, 37.91656266370256), (-122.7080438716321, 37.91659623007281), (-122.70799035087138, 37.91662979644307), (-122.70793683011065, 37.916663362813324), (-122.70788330934994, 37.91669692918358), (-122.70782978858922, 37.916730495553836), (-122.7077762678285, 37.91676406192409), (-122.70772274706779, 37.91679762829435), (-122.70766922630706, 37.9168311946646), (-122.70761570554635, 37.91686476103486), (-122.70756218478563, 37.91689832740511), (-122.70750866402491, 37.91693189377536), (-122.7074551432642, 37.91696546014562), (-122.70740162250348, 37.916999026515875), (-122.70734810174275, 37.91703259288613), (-122.70729458098204, 37.917066159256386), (-122.70724106022132, 37.91709972562664), (-122.7071875394606, 37.9171332919969), (-122.70713401869989, 37.91716685836715), (-122.70708049793916, 37.91720042473741), (-122.70702697717844, 37.917233991107665), (-122.70697345641773, 37.91726755747792), (-122.70691993565701, 37.917301123848176), (-122.7068664148963, 37.91733469021843), (-122.70681289413557, 37.91736825658869), (-122.70675937337485, 37.917401822958944), (-122.70670585261414, 37.9174353893292), (-122.70665233185342, 37.917468955699455), (-122.7065988110927, 37.91750252206971), (-122.70654529033197, 37.91753608843997), (-122.70649176957126, 37.91756965481022), (-122.70643824881054, 37.91760322118048), (-122.70638472804983, 37.917636787550734), (-122.70633120728911, 37.91767035392099), (-122.70627768652838, 37.917703920291245), (-122.70622416576767, 37.9177374866615), (-122.70617064500695, 37.91777105303176), (-122.70611712424623, 37.91780461940201), (-122.70606360348552, 37.91783818577227), (-122.70601008272479, 37.917871752142524), (-122.70595656196407, 37.91790531851278), (-122.70590304120336, 37.917938884883036), (-122.70584952044264, 37.91797245125329), (-122.70579599968192, 37.91800601762355), (-122.7057424789212, 37.9180395839938), (-122.70568895816048, 37.91807315036406), (-122.70563543739976, 37.918106716734314), (-122.70558191663905, 37.91814028310457), (-122.70552839587833, 37.918173849474826), (-122.7054748751176, 37.91820741584508), (-122.70542135435689, 37.91824098221533), (-122.70536783359617, 37.918274548585586), (-122.70531431283545, 37.91830811495584), (-122.70526079207474, 37.9183416813261), (-122.70520727131402, 37.91837524769635), (-122.7051537505533, 37.91840881406661), (-122.70510022979258, 37.918442380436865), (-122.70504670903186, 37.91847594680712), (-122.70499318827115, 37.918509513177376), (-122.70493966751043, 37.91854307954763), (-122.7048861467497, 37.91857664591789), (-122.70483262598898, 37.918610212288144), (-122.70477910522827, 37.9186437786584), (-122.70472558446755, 37.918677345028655), (-122.70467206370684, 37.91871091139891), (-122.70461854294611, 37.91874447776917), (-122.70456502218539, 37.91877804413942), (-122.70451150142468, 37.91881161050968), (-122.70445798066396, 37.918845176879934), (-122.70440445990324, 37.91887874325019), (-122.70435093914251, 37.918912309620445), (-122.7042974183818, 37.9189458759907), (-122.70424389762108, 37.91897944236096), (-122.70419037686037, 37.91901300873121), (-122.70413685609965, 37.91904657510147), (-122.70408333533892, 37.919080141471724), (-122.7040298145782, 37.91911370784198), (-122.70397629381749, 37.919147274212236), (-122.70392277305677, 37.91918084058249), (-122.70386925229606, 37.91921440695275), (-122.70381573153533, 37.919247973323), (-122.70376221077461, 37.91928153969326), (-122.7036682, 37.9193405)]"
267,87,76,559.1176715697995,1,25,residential,12186399,110437088,110382764,"LINESTRING (-122.7036397 37.9193516, -122.7036682 37.9193405, -122.7086326 37.916227)","[(-122.7036397, 37.9193516), (-122.7036682, 37.9193405), (-122.7086326, 37.916227)]","[(-122.7036397, 37.9193516), (-122.70372172076071, 37.91930693362974), (-122.70377524152143, 37.919273367259485), (-122.70382876228216, 37.91923980088923), (-122.70388228304287, 37.919206234518974), (-122.70393580380359, 37.91917266814872), (-122.7039893245643, 37.91913910177846), (-122.70404284532502, 37.91910553540821), (-122.70409636608575, 37.91907196903795), (-122.70414988684647, 37.919038402667695), (-122.70420340760718, 37.91900483629744), (-122.7042569283679, 37.918971269927184), (-122.70431044912861, 37.91893770355693), (-122.70436396988934, 37.91890413718667), (-122.70441749065006, 37.918870570816416), (-122.70447101141077, 37.91883700444616), (-122.70452453217149, 37.918803438075905), (-122.7045780529322, 37.91876987170565), (-122.70463157369294, 37.91873630533539), (-122.70468509445365, 37.91870273896514), (-122.70473861521437, 37.91866917259489), (-122.70479213597508, 37.91863560622463), (-122.7048456567358, 37.91860203985438), (-122.70489917749651, 37.91856847348412), (-122.70495269825724, 37.918534907113866), (-122.70500621901796, 37.91850134074361), (-122.70505973977868, 37.918467774373354), (-122.70511326053939, 37.9184342080031), (-122.70516678130011, 37.91840064163284), (-122.70522030206084, 37.91836707526259), (-122.70527382282155, 37.91833350889233), (-122.70532734358227, 37.918299942522076), (-122.70538086434298, 37.91826637615182), (-122.7054343851037, 37.918232809781564), (-122.70548790586443, 37.91819924341131), (-122.70554142662515, 37.91816567704105), (-122.70559494738586, 37.9181321106708), (-122.70564846814658, 37.91809854430054), (-122.7057019889073, 37.918064977930285), (-122.70575550966802, 37.91803141156003), (-122.70580903042874, 37.917997845189774), (-122.70586255118945, 37.91796427881952), (-122.70591607195017, 37.91793071244926), (-122.70596959271089, 37.91789714607901), (-122.70602311347162, 37.91786357970875), (-122.70607663423233, 37.917830013338495), (-122.70613015499305, 37.91779644696824), (-122.70618367575376, 37.917762880597984), (-122.70623719651448, 37.91772931422773), (-122.70629071727521, 37.91769574785747), (-122.70634423803592, 37.917662181487216), (-122.70639775879664, 37.91762861511696), (-122.70645127955736, 37.917595048746705), (-122.70650480031807, 37.91756148237645), (-122.7065583210788, 37.91752791600619), (-122.70661184183952, 37.91749434963594), (-122.70666536260023, 37.91746078326568), (-122.70671888336095, 37.917427216895426), (-122.70677240412166, 37.91739365052517), (-122.7068259248824, 37.917360084154915), (-122.70687944564311, 37.917326517784666), (-122.70693296640383, 37.91729295141441), (-122.70698648716454, 37.917259385044154), (-122.70704000792526, 37.9172258186739), (-122.70709352868597, 37.91719225230364), (-122.7071470494467, 37.91715868593339), (-122.70720057020742, 37.91712511956313), (-122.70725409096814, 37.917091553192876), (-122.70730761172885, 37.91705798682262), (-122.70736113248957, 37.917024420452364), (-122.7074146532503, 37.91699085408211), (-122.70746817401101, 37.91695728771185), (-122.70752169477173, 37.9169237213416), (-122.70757521553244, 37.91689015497134), (-122.70762873629316, 37.916856588601085), (-122.70768225705389, 37.91682302223083), (-122.7077357778146, 37.916789455860574), (-122.70778929857532, 37.91675588949032), (-122.70784281933604, 37.91672232312006), (-122.70789634009675, 37.91668875674981), (-122.70794986085748, 37.91665519037955), (-122.7080033816182, 37.916621624009295), (-122.70805690237891, 37.91658805763904), (-122.70811042313963, 37.91655449126878), (-122.70816394390035, 37.91652092489853), (-122.70821746466108, 37.91648735852827), (-122.70827098542179, 37.916453792158016), (-122.7083245061825, 37.91642022578776), (-122.70837802694322, 37.916386659417505), (-122.70843154770394, 37.91635309304725), (-122.70848506846467, 37.91631952667699), (-122.70853858922538, 37.91628596030674), (-122.7086326, 37.916227)]"
268,221,86,87.00498018544083,1,25,residential,12186777,110430648,110438623,"LINESTRING (-122.6389055 37.899347, -122.6379141 37.8993317)","[(-122.6389055, 37.899347), (-122.6379141, 37.8993317)]","[(-122.6389055, 37.899347), (-122.63883726775857, 37.89934594699083), (-122.63876903551714, 37.899344893981656), (-122.6387008032757, 37.89934384097248), (-122.63863257103426, 37.899342787963306), (-122.63856433879283, 37.899341734954135), (-122.6384961065514, 37.89934068194496), (-122.63842787430997, 37.89933962893579), (-122.63835964206852, 37.89933857592661), (-122.63829140982709, 37.89933752291744), (-122.63822317758566, 37.89933646990827), (-122.63815494534423, 37.8993354168991), (-122.63808671310278, 37.89933436388992), (-122.63801848086135, 37.89933331088075), (-122.6379141, 37.8993317)]"
269,233,25,224.4435643441611,1,25,residential,12186819,2366744030,110398022,"LINESTRING (-122.7055207 37.8995299, -122.7051523 37.8996488, -122.7049383 37.899774, -122.7047169 37.8999692, -122.7045304 37.9001983, -122.7043176 37.9006981, -122.7040927 37.9010927)","[(-122.7055207, 37.8995299), (-122.7051523, 37.8996488), (-122.7049383, 37.899774), (-122.7047169, 37.8999692), (-122.7045304, 37.9001983), (-122.7043176, 37.9006981), (-122.7040927, 37.9010927)]","[(-122.7055207, 37.8995299), (-122.70545749588099, 37.89955029894068), (-122.70539429176199, 37.89957069788137), (-122.705331087643, 37.89959109682206), (-122.705267883524, 37.89961149576275), (-122.7051523, 37.8996488), (-122.70509739718933, 37.899680920709784), (-122.70504249437867, 37.899713041419574), (-122.7049383, 37.899774), (-122.70489268083479, 37.89981422069127), (-122.7048470616696, 37.899854441382544), (-122.70480144250439, 37.89989466207381), (-122.7047169, 37.8999692), (-122.70467990632628, 37.900014643703216), (-122.70464291265256, 37.90006008740643), (-122.70460591897883, 37.90010553110964), (-122.70456892530511, 37.90015097481285), (-122.7045304, 37.9001983), (-122.70450858340932, 37.90024954028206), (-122.70448676681863, 37.90030078056412), (-122.70446495022796, 37.900352020846185), (-122.70444313363727, 37.90040326112824), (-122.7044213170466, 37.9004545014103), (-122.7043995004559, 37.90050574169236), (-122.70437768386523, 37.900556981974425), (-122.70435586727454, 37.90060822225649), (-122.7043176, 37.9006981), (-122.70428951034094, 37.90074738492424), (-122.7042614206819, 37.900796669848475), (-122.70423333102285, 37.90084595477271), (-122.7042052413638, 37.90089523969695), (-122.70417715170476, 37.90094452462119), (-122.7041490620457, 37.900993809545426), (-122.70412097238665, 37.901043094469664), (-122.7040927, 37.9010927)]"
270,25,233,224.4435643441612,1,25,residential,12186819,110398022,2366744030,"LINESTRING (-122.7040927 37.9010927, -122.7043176 37.9006981, -122.7045304 37.9001983, -122.7047169 37.8999692, -122.7049383 37.899774, -122.7051523 37.8996488, -122.7055207 37.8995299)","[(-122.7040927, 37.9010927), (-122.7043176, 37.9006981), (-122.7045304, 37.9001983), (-122.7047169, 37.8999692), (-122.7049383, 37.899774), (-122.7051523, 37.8996488), (-122.7055207, 37.8995299)]","[(-122.7040927, 37.9010927), (-122.70412078965906, 37.90104341507576), (-122.7041488793181, 37.900994130151524), (-122.70417696897715, 37.900944845227286), (-122.7042050586362, 37.90089556030305), (-122.70423314829524, 37.90084627537881), (-122.7042612379543, 37.90079699045457), (-122.70428932761335, 37.900747705530335), (-122.7043176, 37.9006981), (-122.70433941659067, 37.90064685971794), (-122.70436123318136, 37.900595619435876), (-122.70438304977203, 37.900544379153814), (-122.70440486636272, 37.90049313887176), (-122.7044266829534, 37.9004418985897), (-122.70444849954409, 37.900390658307636), (-122.70447031613476, 37.900339418025574), (-122.70449213272545, 37.90028817774351), (-122.7045304, 37.9001983), (-122.70456739367371, 37.900152856296785), (-122.70460438734743, 37.90010741259357), (-122.70464138102116, 37.90006196889036), (-122.70467837469488, 37.90001652518715), (-122.7047169, 37.8999692), (-122.7047625191652, 37.89992897930873), (-122.70480813833039, 37.89988875861746), (-122.7048537574956, 37.89984853792619), (-122.7049383, 37.899774), (-122.70499320281066, 37.89974187929022), (-122.70504810562132, 37.89970975858043), (-122.7051523, 37.8996488), (-122.705215504119, 37.89962840105932), (-122.705278708238, 37.899608002118626), (-122.70534191235699, 37.89958760317794), (-122.70540511647599, 37.89956720423725), (-122.7055207, 37.8995299)]"
271,25,246,75.6290139618563,1,25,residential,12186819,110398022,110435308,"LINESTRING (-122.7040927 37.9010927, -122.7033951 37.9014922)","[(-122.7040927, 37.9010927), (-122.7033951, 37.9014922)]","[(-122.7040927, 37.9010927), (-122.70403738669481, 37.90112437669929), (-122.70398207338961, 37.90115605339859), (-122.70392676008441, 37.90118773009788), (-122.7038714467792, 37.90121940679717), (-122.703816133474, 37.90125108349646), (-122.70376082016881, 37.901282760195755), (-122.70370550686361, 37.90131443689505), (-122.70365019355842, 37.90134611359434), (-122.70359488025322, 37.90137779029364), (-122.70353956694801, 37.90140946699293), (-122.70348425364281, 37.90144114369222), (-122.7033951, 37.9014922)]"
272,246,25,75.6290139618563,1,25,residential,12186819,110435308,110398022,"LINESTRING (-122.7033951 37.9014922, -122.7040927 37.9010927)","[(-122.7033951, 37.9014922), (-122.7040927, 37.9010927)]","[(-122.7033951, 37.9014922), (-122.70345041330519, 37.901460523300706), (-122.70350572661039, 37.90142884660141), (-122.70356103991558, 37.90139716990212), (-122.7036163532208, 37.90136549320283), (-122.70367166652599, 37.90133381650354), (-122.70372697983119, 37.901302139804244), (-122.70378229313638, 37.90127046310495), (-122.70383760644158, 37.901238786405656), (-122.70389291974678, 37.90120710970636), (-122.70394823305199, 37.90117543300707), (-122.70400354635719, 37.90114375630778), (-122.7040927, 37.9010927)]"
273,246,179,145.16792705873846,1,25,residential,12186819,110435308,110438781,"LINESTRING (-122.7033951 37.9014922, -122.7026173 37.9019259, -122.7020474 37.9022495)","[(-122.7033951, 37.9014922), (-122.7026173, 37.9019259), (-122.7020474, 37.9022495)]","[(-122.7033951, 37.9014922), (-122.70333928663244, 37.9015233214419), (-122.70328347326489, 37.9015544428838), (-122.70322765989732, 37.9015855643257), (-122.70317184652977, 37.90161668576759), (-122.70311603316222, 37.90164780720949), (-122.70306021979466, 37.90167892865139), (-122.70300440642711, 37.90171005009329), (-122.70294859305956, 37.90174117153519), (-122.702892779692, 37.90177229297709), (-122.70283696632444, 37.901803414418985), (-122.70278115295689, 37.901834535860885), (-122.70272533958934, 37.901865657302785), (-122.7026173, 37.9019259), (-122.70256182526519, 37.90195739960376), (-122.70250635053038, 37.901988899207524), (-122.70245087579558, 37.90202039881128), (-122.70239540106077, 37.902051898415046), (-122.70233992632598, 37.9020833980188), (-122.70228445159117, 37.90211489762257), (-122.70222897685636, 37.902146397226325), (-122.70217350212155, 37.90217789683009), (-122.70211802738675, 37.90220939643385), (-122.7020474, 37.9022495)]"
274,179,246,145.16792705873846,1,25,residential,12186819,110438781,110435308,"LINESTRING (-122.7020474 37.9022495, -122.7026173 37.9019259, -122.7033951 37.9014922)","[(-122.7020474, 37.9022495), (-122.7026173, 37.9019259), (-122.7033951, 37.9014922)]","[(-122.7020474, 37.9022495), (-122.7021028747348, 37.902218000396246), (-122.70215834946961, 37.90218650079248), (-122.70221382420442, 37.902155001188724), (-122.70226929893923, 37.90212350158496), (-122.70232477367402, 37.9020920019812), (-122.70238024840883, 37.90206050237744), (-122.70243572314364, 37.90202900277368), (-122.70249119787844, 37.901997503169916), (-122.70254667261325, 37.90196600356616), (-122.7026173, 37.9019259), (-122.70267311336755, 37.9018947785581), (-122.7027289267351, 37.9018636571162), (-122.70278474010267, 37.9018325356743), (-122.70284055347022, 37.90180141423241), (-122.70289636683778, 37.90177029279051), (-122.70295218020533, 37.90173917134861), (-122.70300799357288, 37.90170804990671), (-122.70306380694043, 37.90167692846481), (-122.703119620308, 37.90164580702291), (-122.70317543367555, 37.901614685581016), (-122.7032312470431, 37.901583564139116), (-122.70328706041066, 37.901552442697216), (-122.7033951, 37.9014922)]"
275,179,180,74.16850288154781,1,25,residential,12186819,110438781,110438782,"LINESTRING (-122.7020474 37.9022495, -122.7013466 37.9026225)","[(-122.7020474, 37.9022495), (-122.7013466, 37.9026225)]","[(-122.7020474, 37.9022495), (-122.70199074641182, 37.90227965380763), (-122.70193409282366, 37.90230980761526), (-122.70187743923549, 37.90233996142289), (-122.70182078564733, 37.90237011523052), (-122.70176413205915, 37.90240026903815), (-122.701707478471, 37.902430422845775), (-122.70165082488282, 37.902460576653404), (-122.70159417129466, 37.90249073046103), (-122.70153751770648, 37.90252088426866), (-122.70148086411831, 37.9025510380763), (-122.70142421053015, 37.902581191883925), (-122.7013466, 37.9026225)]"
276,180,179,74.16850288154781,1,25,residential,12186819,110438782,110438781,"LINESTRING (-122.7013466 37.9026225, -122.7020474 37.9022495)","[(-122.7013466, 37.9026225), (-122.7020474, 37.9022495)]","[(-122.7013466, 37.9026225), (-122.70140325358817, 37.90259234619237), (-122.70145990717633, 37.90256219238474), (-122.7015165607645, 37.902532038577114), (-122.70157321435266, 37.902501884769485), (-122.70162986794084, 37.90247173096186), (-122.701686521529, 37.90244157715423), (-122.70174317511717, 37.9024114233466), (-122.70179982870533, 37.90238126953897), (-122.70185648229351, 37.90235111573134), (-122.70191313588168, 37.90232096192371), (-122.70196978946984, 37.90229080811608), (-122.7020474, 37.9022495)]"
277,180,189,76.49246570564542,1,25,residential,12186819,110438782,110438784,"LINESTRING (-122.7013466 37.9026225, -122.7006457 37.9030316)","[(-122.7013466, 37.9026225), (-122.7006457, 37.9030316)]","[(-122.7013466, 37.9026225), (-122.70129165039556, 37.902654572882255), (-122.70123670079113, 37.90268664576451), (-122.7011817511867, 37.902718718646774), (-122.70112680158226, 37.90275079152903), (-122.70107185197782, 37.902782864411286), (-122.70101690237338, 37.90281493729354), (-122.70096195276895, 37.9028470101758), (-122.70090700316452, 37.90287908305806), (-122.70085205356008, 37.902911155940316), (-122.70079710395565, 37.90294322882257), (-122.70074215435122, 37.90297530170483), (-122.7006457, 37.9030316)]"
278,189,180,76.49246570564542,1,25,residential,12186819,110438784,110438782,"LINESTRING (-122.7006457 37.9030316, -122.7013466 37.9026225)","[(-122.7006457, 37.9030316), (-122.7013466, 37.9026225)]","[(-122.7006457, 37.9030316), (-122.70070064960443, 37.90299952711774), (-122.70075559920886, 37.90296745423549), (-122.7008105488133, 37.902935381353224), (-122.70086549841773, 37.90290330847097), (-122.70092044802217, 37.90287123558871), (-122.7009753976266, 37.90283916270646), (-122.70103034723104, 37.9028070898242), (-122.70108529683547, 37.90277501694194), (-122.7011402464399, 37.90274294405968), (-122.70119519604434, 37.902710871177426), (-122.70125014564877, 37.90267879829517), (-122.7013466, 37.9026225)]"
279,189,125,72.69033899103907,1,25,residential,12186819,110438784,110419727,"LINESTRING (-122.7006457 37.9030316, -122.6999778 37.9034184)","[(-122.7006457, 37.9030316), (-122.6999778, 37.9034184)]","[(-122.7006457, 37.9030316), (-122.70059059951664, 37.90306351026645), (-122.7005354990333, 37.9030954205329), (-122.70048039854993, 37.90312733079935), (-122.70042529806658, 37.903159241065794), (-122.70037019758323, 37.903191151332244), (-122.70031509709987, 37.903223061598695), (-122.70025999661651, 37.903254971865145), (-122.70020489613316, 37.903286882131596), (-122.7001497956498, 37.903318792398046), (-122.70009469516646, 37.9033507026645), (-122.70003959468309, 37.90338261293094), (-122.6999778, 37.9034184)]"
280,125,189,72.69033899103907,1,25,residential,12186819,110419727,110438784,"LINESTRING (-122.6999778 37.9034184, -122.7006457 37.9030316)","[(-122.6999778, 37.9034184), (-122.7006457, 37.9030316)]","[(-122.6999778, 37.9034184), (-122.70003290048335, 37.90338648973355), (-122.7000880009667, 37.9033545794671), (-122.70014310145007, 37.90332266920065), (-122.70019820193342, 37.903290758934205), (-122.70025330241677, 37.903258848667754), (-122.70030840290012, 37.9032269384013), (-122.70036350338349, 37.90319502813485), (-122.70041860386684, 37.9031631178684), (-122.70047370435019, 37.90313120760195), (-122.70052880483354, 37.9030992973355), (-122.7005839053169, 37.90306738706906), (-122.7006457, 37.9030316)]"
281,125,253,72.9755663897491,1,25,residential,12186819,110419727,110383610,"LINESTRING (-122.6999778 37.9034184, -122.6993012 37.9038001)","[(-122.6999778, 37.9034184), (-122.6993012, 37.9038001)]","[(-122.6999778, 37.9034184), (-122.69992220270537, 37.90344976489412), (-122.69986660541073, 37.90348112978823), (-122.69981100811611, 37.90351249468235), (-122.69975541082148, 37.90354385957647), (-122.69969981352685, 37.903575224470586), (-122.69964421623222, 37.903606589364706), (-122.69958861893758, 37.903637954258826), (-122.69953302164296, 37.90366931915294), (-122.69947742434833, 37.90370068404706), (-122.6994218270537, 37.90373204894118), (-122.69936622975906, 37.90376341383529), (-122.6993012, 37.9038001)]"
